-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,375,-1,-1,375,383,-1,-1,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,383,-1,-1,383,383,-1,-1,383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,383,-1,-1,383,383,-1,-1,383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,383,-1,-1,383,383,-1,-1,383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,373,-1,-1,373,373,-1,-1,373,-1,-1,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,382,15,15,382,390,15,15,390,15,15,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,382,15,15,382,15,15,15,15,15,15,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,390,15,15,382,15,15,15,15,15,15,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,15,15,15,382,15,15,15,15,15,15,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,15,15,15,390,15,15,15,15,15,15,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,15,15,15,15,15,15,15,15,15,15,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,15,15,15,15,15,15,15,15,15,15,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,15,15,15,15,15,15,15,15,15,15,15,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,280,280,280,280,280,280,280,280,280,280,280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
